province;red;green;blue;x;x
4989;100;200;222;Deninu Kue
4990;200;100;22;Tikirajualaaq
4991;200;100;97;Kudlulik
4992;200;100;172;Qatiktalik
4993;200;100;247;Naujaat
4994;200;100;47;Sanirajak
4995;200;100;122;Shugliaq
4996;200;100;197;Sikusiilaq
4997;200;100;72;Amadjuak
4998;200;100;147;Iqaluit
4999;200;100;222;Sanikiluaq
5000;100;200;21;Kinepiko Sakahikam
5001;100;200;96;Hoteladi Hotthenade Dene
5002;100;200;171;Kinoosao
5003;100;200;246;Inninuwug
5004;100;200;46;Otahwaka Powitek
5005;100;200;121;Webequie
5006;100;200;196;Salluit
5007;100;200;71;Kuujjuaq
5008;100;200;146;Nemiskaw
5009;100;200;221;Ucepukumu
5010;200;100;21;Menukuanistuk Shipi
5011;200;100;96;Mushaualakan
5012;200;100;171;Makatinau
5013;200;100;246;Avalon
5014;200;100;46;Kawawachikamach
5015;133;162;107;Nitassinan
5016;200;100;196;Kuyuidika
5017;200;100;71;Natakkoa
5018;200;100;146;Tongva
5019;200;100;221;Saint Pierre
5020;100;200;20;Revillagigedo Islands
5021;100;200;95;Motu Maha
5022;100;200;170;Rekohu
5023;100;200;245;Phoenix Islands
5024;100;200;45;Northern Cook Islands
5025;100;200;120;Te Henua Enana
5026;242;253;138;Polynesia
5027;100;200;70;Tristan da Cunha
5028;100;200;145;Bonin Islands
5029;100;200;220;Oahu
5030;200;100;20;Ohlone
5031;200;100;95;Wiyot
5032;200;100;170;Tachi II
5033;200;100;245;Grande Cache
5034;200;100;45;Medicine Hat
5035;200;100;120;Lac la Biche
5036;200;100;195;Atikokan
5037;200;100;70;Wendake
5038;200;100;145;Quinte
5039;200;100;220;Manidoowaaling
5040;100;200;19;Kaska
5041;100;200;94;Nahanni
5042;100;200;169;Chemehuevi
5043;100;200;244;Cocopah
5044;100;200;44;Kucadikadi
5045;100;200;119;Wintu
5046;100;200;194;Nashwaak
5047;100;200;69;Epegoitnag
5048;100;200;144;Esgigeoag
5049;100;200;219;Gespegeoag
5050;200;100;19;Madawaska II
5051;200;100;94;Keespongwitk
5052;200;100;169;Panawahpskek
5053;200;100;244;Kamouraska
5054;200;100;44;Gespeg
5055;200;100;119;Piletipistu Neshkau
5056;200;100;194;Kichesipirini
5057;200;100;69;Nanikana
5058;200;100;144;Avalon II
5059;200;100;219;Avalon III
5060;100;200;18;Mamhlawbagak
5061;100;200;93;Guaymas
5062;100;200;168;Yoreme
5063;100;200;243;Colhuacan
5064;100;200;43;Hisatsinom
5065;100;200;118;Muache
5066;100;200;193;Taveewachii
5067;100;200;68;Qamanituaq
5068;100;200;143;ChipewyanLake
5069;100;200;218;Ihalmiut
5070;200;100;18;Etthen Eldili
5071;200;100;93;Thlewechodyeth
5072;200;100;168;Tatsaotine
5073;200;100;243;EastSahtu
5074;200;100;43;Kahbamitue
5075;200;100;118;Ivvavik
5076;200;100;193;Qaaktugvik
5077;200;100;68;Sivuqaq
5078;200;100;143;Nacho Nyak Dun
5079;200;100;218;Tage Cho Hudan
5080;100;200;17;Tetlit
5081;100;200;92;Gameti
5082;100;200;167;Pehdzeh Ki
5083;100;200;242;Dakwakada
5084;100;200;42;FondDuLac
5085;100;200;117;Athabaska River House
5086;100;200;192;Sawridge
5087;100;200;67;LaLoche
5088;100;200;142;SwanRiver
5089;100;200;217;Waskahikanihk
5090;200;100;17;Arborea
5091;200;100;92;Lugodoro
5092;200;100;167;Bastia
5093;200;100;242;Kerguelen Islands
5094;200;100;42;Dukagjin
5095;200;100;117;Pribilof Islands
5096;200;100;192;GranCanaria
5097;200;100;67;Pomeralia
5098;200;100;142;Menorca
5099;200;100;217;Inner Hebrides
5100;50;50;250;Tulare Lake
5101;55;55;250;Lake Tahoe
5102;60;60;250;Lake of the Woods
5103;65;65;250;Lake Nipigon
5104;71;71;250;Nechako Lakes
5105;75;75;250;Tagish Lake
5106;80;80;250;Illiamna Lake
5107;85;85;250;Baker Lake
5108;90;90;250;Dubawnt Lake
5109;95;95;250;Wollaston Lake2
5110;100;100;250;Nueltin Lake2
5111;250;50;50;Alaskan Mountains
5112;250;55;55;Glacial Alaska
5113;250;60;60;Insular Mountains
5114;250;65;65;WestAfricaDesert1
5115;250;70;70;WestAfricaDesert2
5116;250;75;75;SouthCoastRanges
5117;250;80;80;NorthCoastRanges
5118;250;85;85;Graian Alps
5119;250;90;90;West Rhaetian Alps
5120;250;95;95;White Mountains
5121;250;100;100;East Caucasian Mountains
5122;250;49;49;Tuktut
5123;250;54;54;Canadian Arctic
5124;250;59;59;Eastern Canadian Arctic
5125;250;64;64;Remote Uninhabited Islands
5126;250;69;69;Vatnajokull
5127;250;74;74;Nulato Hills
5128;250;79;79;Sivunga
5129;250;84;84;GreatSaltLakeDesert
5130;100;200;16;Karasi
5131;100;200;91;Ayvalik
5132;100;200;166;Denizli
5133;100;200;241;Kutahyaii
5134;100;200;41;Bodrum
5135;100;200;116;Mersin
5136;100;200;191;Karamanii
5137;100;200;66;Yozgat
5138;100;200;141;Osmaniye
5139;100;200;216;Nicosia
5140;200;100;16;BeyondTypus221
5141;200;100;91;BeyondTypus222
5142;200;100;166;BeyondTypus223
5143;200;100;241;BeyondTypus224
5144;200;100;41;BeyondTypus225
5145;200;100;116;Famagusta
5146;200;100;191;Nigde
5147;200;100;66;Alanya
5148;200;100;141;Elazig
5149;200;100;216;Boluii
5150;100;200;15;Nevsehir
5151;100;200;90;Bayburt
5152;100;200;165;Amasia
5153;100;200;240;Sereflikochisar
5154;100;200;40;Sis
5155;100;200;115;Polatli
5156;100;200;190;Bigaii
5157;100;200;65;Iznik
5158;100;200;140;EastCappadocia
5159;100;200;215;Idlib
5160;200;100;15;Aydinii
5161;200;100;90;Corycus
5162;200;100;165;Lycia
5163;200;100;240;Usak
5164;200;100;40;Karabuk
5165;200;100;115;Kirikkale
5166;200;100;190;Cankiri
5167;200;100;65;Corum
5168;200;100;140;Adapazari
5169;200;100;215;Gumushane
5170;100;200;14;Latakia
5171;100;200;164;Mihalic
5172;100;200;89;Philadelphia
5173;100;200;25;Aleut 
5174;100;200;100;Naugeik
5175;100;200;175;Curyuk 
5176;100;200;250;Mamterilleq 
5177;100;200;50;Unalaqliq
5178;100;200;125;Chinik
5179;100;200;214;Balbek
5180;200;100;14;Gaza
5181;200;100;89;Nekhel
5182;200;100;164;Tadmur
5183;200;100;239;Antep
5184;100;200;200;Kena
5185;100;200;75;Suacit
5186;100;200;150;Koyuku
5187;100;200;225;Nuchalawoyyet
5188;200;100;25;Allakaket 
5189;200;100;100;Chena
5190;200;100;175;Denyeet
5191;200;100;250;Gwichin
5192;200;100;50;Han Hwechin
5193;200;100;125;Teelay
5194;200;100;200;Ahtna
5195;200;100;75;Trochek Hwechin
5196;200;100;150;Dan
5197;200;100;225;Waskasoo Seepee
5198;100;200;24;Snuneymuxw
5199;100;200;99;Xaislakala
5200;0;60;149;Cam_Estuary
5201;131;242;192;Cam_River
5202;200;100;163;Aqaba
5203;200;100;238;Arabah
5204;200;100;38;Petra
5205;200;100;113;Beirut
5206;200;100;188;Trebizondii
5207;101;123;141;Irrawaddy_Estuary
5208;124;173;254;Lower_Irrawaddy_River
5209;224;244;253;Upper_Irrawaddy_River
5210;100;200;12;Chefchaouen
5211;100;200;87;Tadla
5212;100;200;162;Souss2
5213;100;200;237;Taza
5214;100;200;37;Mauretania5
5215;100;200;112;Mauretania6
5216;100;200;187;Mauretania7
5217;100;200;62;Mauretania8
5218;100;200;137;Tarifit
5219;100;200;212;Alcazarquivir
5220;200;100;12;Talsint
5221;200;100;87;Bechar
5222;200;100;162;Talbalbala
5223;200;100;237;Tindouf
5224;200;100;37;CapeBon
5225;200;100;112;Mahdia
5226;200;100;187;Gharb2
5227;240;61;158;Tonle_Sap_River
5228;200;100;137;Sidiifni
5229;200;100;212;Debdou
5230;100;200;11;Tabuk2
5231;100;200;86;Al Ula
5232;100;200;161;Khaybar
5233;100;200;236;Thuwal
5234;100;200;36;Taif
5235;100;200;111;Al Bahah
5236;100;200;186;Bishah
5237;100;200;61;Al Qunfudhah
5238;100;200;136;Al Hudaydah
5239;100;200;211;Ibb
5240;200;100;11;Dhamar
5241;200;100;86;Shuqrah
5242;200;100;161;Thamud
5243;200;100;236;Thumrait
5244;200;100;36;Haima
5245;200;100;111;Ibra
5246;200;100;186;Ibri
5247;200;100;61;Al Ain
5248;200;100;136;Fujairah
5249;200;100;211;Khasab
5250;100;200;10;Uqair
5251;100;200;85;NorthEastArabia1
5252;100;200;160;Al Majmaah
5253;100;200;235;Sakaka
5254;100;200;35;Afif
5255;100;200;110;Kish
5256;100;200;185;Summan
5257;100;200;60;NorthEastArabia2
5258;100;200;135;Mirbat
5259;100;200;210;Taiz
5260;200;100;10;Al Ghazalah
5261;200;100;85;Damietta2
5262;200;100;160;Sharqia
5263;200;100;235;Beheira
5264;200;100;35;Giza
5265;200;100;110;Itfihia
5266;200;100;185;Natrun
5267;200;100;60;El Bahnasa
5268;200;100;135;Girga
5269;200;100;210;Luxor
5270;100;200;9;Eastern Egyptian Desert
5271;100;200;84;Baranis
5272;100;200;159;Matrouh
5273;100;200;234;Siwa
5274;100;200;34;Ajdabiya
5275;100;200;109;Farafra
5276;100;200;184;Abrak
5277;100;200;59;Hawwaria
5278;100;200;134;Ababdia
5279;100;200;209;Al Urdi
5280;200;100;9;Hadendoa
5281;200;100;84;Kush
5282;200;100;159;SudanCoast
5283;200;100;234;Tokar
5284;200;100;34;Atbara
5285;200;100;109;Halfaya
5286;200;100;184;KurdufanDesert
5287;200;100;59;Singa
5288;200;100;134;NorthEritrea
5289;200;100;209;Bertha
5290;100;200;8;Malakal
5291;100;200;83;Karakilisa
5292;100;200;158;Hasankeyf
5293;100;200;233;Ras Al Ayn
5294;100;200;33;Siirtii
5295;100;200;108;Mardin
5296;100;200;183;Nusaybin
5297;100;200;58;Barka
5298;100;200;133;Zula
5299;100;200;208;BeyondTypus380
5300;200;100;8;Wadi Milk
5301;200;100;83;Selima
5302;200;100;158;Abu Hamad
5303;200;100;233;Jaghbub
5304;200;100;33;Al Wahat2
5305;200;100;108;BeyondTypus386
5306;200;100;183;Mizda
5307;200;100;58;Ghat
5308;200;100;133;Ghadames2
5309;200;100;208;Gharyan
5310;100;200;7;Nalut
5311;100;200;82;Khoms
5312;100;200;157;Gabes
5313;100;200;232;Kasserine
5314;100;200;32;Beja2
5315;100;200;107;El Kef
5316;100;200;182;Tozeur
5317;100;200;57;Tabarka
5318;100;200;132;Koukou
5319;100;200;207;Setif
5320;200;100;7;Ain Beida
5321;200;100;82;Jijel
5322;200;100;157;Blida
5323;200;100;232;Kalaa
5324;200;100;32;Djelfa
5325;200;100;107;Batna
5326;200;100;182;Khenchela
5327;200;100;57;Saida
5328;200;100;132;El Bayadh
5329;200;100;207;El Oued
5330;100;200;6;Batman
5331;100;200;81;Siirt
5332;100;200;156;Agants
5333;100;200;231;Qalhat
5334;100;200;31;Rustaq
5335;100;200;106;BeyondTypus416
5336;100;200;181;BeyondTypus417
5337;100;200;56;BeyondTypus418
5338;100;200;131;BeyondTypus419
5339;100;200;206;BeyondTypus420
5340;200;100;6;Chainoqua
5341;200;100;81;Cochoqua
5342;200;100;156;Gorachoqua
5343;200;100;231;Guriqua
5344;200;100;31;SouthAfricaMatjiesfontein
5345;200;100;106;Matzikama
5346;200;100;181;Namaqua
5347;200;100;56;Akeis
5348;200;100;131;SouthAfricaKaroo
5349;200;100;206;Xam
5350;100;200;5;Gouriqua
5351;100;200;80;Attaqua
5352;100;200;155;Houtuniqua
5353;100;200;230;Gamtoos
5354;100;200;30;Inqua
5355;100;200;105;Gonaqua
5356;100;200;180;Damaqua
5357;100;200;55;Hoengeyqua
5358;100;200;130;Cobuqua
5359;100;200;205;Komani
5360;200;100;5;Senqu
5361;200;100;80;SouthAfricaBeaufortWest
5362;200;100;155;Prieschap
5363;200;100;230;GaSegonyana
5364;200;100;30;Huhudi
5365;200;100;105;Lejweleputswa
5366;200;100;180;Maseru
5367;200;100;55;Mahikeng
5368;200;100;130;Mokopane
5369;200;100;205;Vhembe
5370;100;200;4;Ugu
5371;100;200;79;Ethekwini
5372;100;200;154;uThukela
5373;100;200;229;Cwebeni
5374;100;200;29;Ondini
5375;100;200;104;Hluhluwe
5376;100;200;179;Bohlokong
5377;100;200;54;Tshwane
5378;100;200;129;Maokeng
5379;100;200;204;Polokwane
5380;200;100;4;BaPhalaborwa
5381;200;100;79;Xegwi
5382;200;100;154;XaiXai
5383;200;100;229;Lekwa
5384;200;100;29;Thembelihle
5385;200;100;104;Cuoa
5386;200;100;179;Karas
5387;200;100;54;Naminus
5388;200;100;129;Aroab
5389;200;100;204;Hardap
5390;100;200;3;Omaheke
5391;100;200;78;Gaonalaus
5392;100;200;153;Usakos
5393;100;200;228;AiGams
5394;100;200;28;Otjiwarongo
5395;100;200;103;Nukhoen
5396;100;200;178;Gorigas
5397;100;200;53;Kunene
5398;100;200;128;Uukwambi
5399;100;200;203;Kamanjab
5400;200;100;3;Otavi
5401;200;100;78;Tsumeb
5402;200;100;153;Eenhana
5403;200;100;228;Nkurenkuru
5404;200;100;28;Otjivanda
5405;200;100;103;Tjumkui
5406;200;100;178;Bagani
5407;200;100;53;Luhonono
5408;200;100;128;Gaentsii
5409;200;100;203;Kgalagadi
5410;100;200;2;Tsodilo
5411;100;200;77;Sehithwa
5412;100;200;152;Khwai
5413;100;200;227;Kasane
5414;100;200;27;Nata
5415;100;200;102;Toropo
5416;100;200;177;Gobojango
5417;100;200;52;Shoshong
5418;100;200;127;Moshaweng
5419;100;200;202;Kanye
5420;200;100;2;Molepolole
5421;200;100;77;Toutswemogala
5422;200;100;152;Orapa
5423;200;100;227;Tsienyane
5424;200;100;27;Kgala
5425;200;100;102;Nugoaes
5426;200;100;177;Kwadi
5427;200;100;52;Rundu
5428;200;100;127;Hamcumqua
5429;200;100;202;BeyondTypus510
5430;100;200;1;BeyondTypus511
5431;100;200;76;BeyondTypus512
5432;100;200;151;BeyondTypus513
5433;100;200;226;BeyondTypus514
5434;100;200;26;BeyondTypus515
5435;100;200;101;BeyondTypus516
5436;100;200;176;BeyondTypus517
5437;100;200;51;BeyondTypus518
5438;100;200;126;BeyondTypus519
5439;100;200;201;BeyondTypus520
5440;200;100;1;BeyondTypus521
5441;200;100;76;BeyondTypus522
5442;200;100;151;BeyondTypus523
5443;200;100;226;BeyondTypus524
5444;200;100;26;BeyondTypus525
5445;200;100;101;BeyondTypus526
5446;200;100;176;BeyondTypus527
5447;200;100;51;BeyondTypus528
5448;200;100;126;BeyondTypus529
5449;200;100;201;BeyondTypus530
5450;250;89;89;BeyondTypus531
5451;250;94;94;BeyondTypus532
5452;50;50;249;Kotzebue Sound
5453;55;55;249;Central Beaufort Sea
5454;60;60;249;East Beaufort Sea
5455;65;65;249;Amundsen Gulf
5456;71;71;249;Coronation Gulf
5457;75;75;249;Queen Maud Gulf
5458;80;80;249;Rae Strait
5459;85;85;249;Larsen Sound
5460;90;90;249;McClintock Channel
5461;95;95;249;Prince Regent Inlet
5462;100;100;249;Foxe Channel
5463;50;50;248;North Western Hudson Bay
5464;55;55;248;South Eastern Hudson Bay
5465;60;60;248;Eastern Hudson Strait
5466;65;65;248;North Western Baffin Bay
5467;71;71;248;North Eastern Baffin Bay
5468;75;75;248;Fury and Hecla Strait
5469;80;80;248;Lake Puula
5470;85;85;248;Frobisher Bay
5471;90;90;248;Lake Skadar
5472;95;95;248;Northern Coast of Labrador
5473;100;100;248;Coast of Labrador
5474;50;50;247;Notre Dame Bay
5475;55;55;247;Chaleur Bay
5476;60;60;247;Upper Saint Lawrence River
5477;65;65;247;Lesser Slave Lake
5478;71;71;247;Lake Nilakka
5479;75;75;247;Eastern Norwegian Sea2
5480;80;80;247;Western Norwegian Sea2
5481;85;85;247;Northern Norwegian Sea2
5482;90;90;247;Greenland Sea2
5483;95;95;247;Torssuut Tunoq
5484;100;100;247;Mezen Bay
5485;50;50;246;Eastern Murman Sea
5486;55;55;246;Kara Sea
5487;60;60;246;Lake Ilmen
5488;65;65;246;Lake Cahuilla
5489;71;71;246;Harrison Lake
5490;75;75;246;Lake Pond dOreille
5491;80;80;246;Flathead Lake
5492;85;85;246;Shuswap Lake
5493;90;246;246;Southern Aegean
5494;95;95;246;The Belts
5495;99;246;246;Dogger BankII
5496;50;50;245;Lake Garda
5497;55;55;245;Lake Como
5498;60;60;245;Lake Maggiore
5499;65;65;245;Limfjord
5500;71;71;245;Lake Inari
5501;75;75;245;Lake Segozero
5502;80;80;245;Lake Vygozero
5503;85;85;245;Pielinen
5504;90;90;245;Lake Keitele
5505;95;95;245;Kallavesi
5506;100;110;245;Central Red Sea
5507;249;50;50;Chugach Mountains
5508;249;55;55;Uinta Mountains
5509;249;60;60;Muskwa Ranges
5510;249;65;65;Cariboo Mountains
5511;249;70;70;Purcell Mountains
5512;249;75;75;Park Ranges
5513;249;80;80;Front Ranges
5514;249;85;85;Sawtooth Mountains
5515;249;90;90;Sawatch Mountains
5516;249;95;95;San Juan Mountains
5517;249;100;100;Sangre de Cristo Mountains
5518;248;50;50;Drakensberge
5519;248;55;55;Winterberge
5520;248;60;60;Mocamedes Desert
5521;248;65;65;Etosha Pan
5522;248;70;70;Makgadikgadi Pan
5523;248;75;75;Kootenay Mountains
5524;248;80;80;Absaroka Range and Beartooth Mountains
5525;248;85;85;Wind River Range
5526;248;90;90;Teton Range and Wyomings
5527;248;95;95;Monashee Mountains
5528;248;100;100;Bitterroot Mountains
5529;247;50;50;Cassiar Mountains
5530;247;55;55;Skeena Mountains
5531;247;60;60;Southern Boundary Ranges
5532;247;65;65;Juneau Icefields
5533;247;70;70;Ogilvie Mountains
5534;247;75;75;Kenai Mountains
5535;247;80;80;Talkeetna Mountains
5536;247;85;85;Hayes Range
5537;247;90;90;Western Brooks Range
5538;247;95;95;Kigluaik Mountains
5539;247;100;100;Johnston Atoll
5540;246;50;50;Amsterdam Island
5541;246;55;55;Bouvet Island
5542;246;60;60;SouthernNulatoHills
5543;246;65;65;KuskokwimMountains
5544;246;70;70;MassifdesEcrins
5545;246;75;75;Catalan Pyrenees
5546;246;80;80;BeyondTypus627Wasteland
5547;246;85;85;BeyondTypus628Wasteland
5548;246;90;90;BeyondTypus629Wasteland
5549;246;95;95;BeyondTypus630Wasteland
5550;246;100;100;BeyondTypus631Wasteland
5551;245;50;50;BeyondTypus632Wasteland
5552;245;55;55;BeyondTypus633Wasteland
5553;245;60;60;BeyondTypus634Wasteland
5554;245;65;65;BeyondTypus635Wasteland
5555;245;70;70;BeyondTypus636Wasteland
5556;245;75;75;BeyondTypus637Wasteland
5557;245;80;80;BeyondTypus638Wasteland
5558;245;85;85;BeyondTypus639Wasteland
5559;245;90;90;BeyondTypus640Wasteland
5560;245;95;95;BeyondTypus641Wasteland
5561;245;100;100;BeyondTypus642Wasteland
5562;100;100;25;Marien
5563;100;100;100;Yaquimel
5564;100;100;175;Gonaibo
5565;100;100;255;Baoruco
5566;100;100;50;Magua2
5567;100;100;125;Maguana2
5568;100;100;200;Hosama
5569;100;100;75;Guanahatabey
5570;100;100;150;Siwanea
5571;100;100;225;Cubanacan
5572;200;200;25;Bani
5573;200;200;100;LaRonge
5574;200;200;175;Guanahani
5575;200;200;255;Yuma
5576;200;200;50;Mayaguana
5577;200;200;125;Babeke
5578;200;200;200;Ora Oubao
5579;200;200;75;Waikeri
5580;200;200;150;Thomson
5581;200;200;225;Tabako
5582;100;100;24;Beguia
5583;100;100;99;Alliouagana
5584;100;100;174;Ay Ay
5585;100;100;254;Ouanalao
5586;100;100;49;Aloi
5587;100;100;124;CranberryPortage
5588;100;100;199;Sermersooq
5589;100;100;74;Angmagssalik
5590;100;100;149;Scoresbysund
5591;100;100;224;Jan Mayen
5592;200;200;24;North Naskapi
5593;200;200;99;Caniapiscau
5594;200;200;174;Nitchequon
5595;200;200;254;Panniqtuuq
5596;200;200;49;Kanngiqtugaapik
5597;200;200;124;Te Kirikiri Pa
5598;200;200;199;Te Maru
5599;200;200;74;Hokitika
5600;200;200;149;Akaroa
5601;200;200;224;Mawhera
5602;100;100;23;Kaikoura
5603;100;100;98;Kawatiri
5604;100;100;173;Whanganui
5605;100;100;253;Taranaki2
5606;100;100;48;Taupo
5607;100;100;123;Rawhiti
5608;100;100;198;Coromandel2
5609;100;100;73;Tamaki
5610;100;100;148;Wairarapa
5611;100;100;223;GreenLake
5612;200;200;23;Akaitikka
5613;200;200;98;Tukkutikka
5614;200;200;173;Bighorn
5615;200;200;253;LowerYellowstone
5616;200;200;48;EMontana
5617;200;200;123;WNDakota
5618;200;200;198;Central Lakota
5619;200;200;73;Fort Robinson
5620;200;200;148;Ponca
5621;200;200;223;Minneapolis
5622;100;100;22;NMinnesota
5623;100;100;97;Minot
5624;100;100;172;Quappelle
5625;100;100;252;Pembina
5626;100;100;47;Fargo
5627;100;100;122;Val Marie
5628;100;100;197;Sioux City
5629;100;100;72;Fort Laramie
5630;100;100;147;Chlhmlshe
5631;100;100;222;Nchtxsshne
5632;200;200;22;NorthPiegan
5633;200;200;97;FortPeck
5634;200;200;172;WoodMountainUplands
5635;200;200;252;SwiftCurrent
5636;200;200;47;Lloydminster
5637;200;200;122;Battlefords
5638;200;200;197;Yanktonai
5639;200;200;72;NelsonHouse
5640;200;200;147;PoplarRiver
5641;200;200;222;Winisk
5642;100;100;21;Gdov
5643;100;100;96;Opochka
5644;100;100;171;Yama
5645;100;100;251;Porkhov
5646;100;100;46;Oreshek
5647;100;100;121;Petrozavodsk
5648;100;100;196;Povenets
5649;100;100;71;Kandalaksha
5650;100;100;146;Varzuga
5651;100;100;221;Zvenigorod
5652;200;200;21;Vytegra
5653;200;200;96;Borovichi
5654;200;200;171;Gorodetsk
5655;200;200;251;Sheksna
5656;200;200;46;Khotsin
5657;200;200;121;Klin
5658;200;200;196;Pereslavl
5659;200;200;71;Dmitrov
5660;200;200;146;Sebezh
5661;200;200;221;Ustvyaty
5662;100;100;20;Mosalsk
5663;100;100;95;Kozelsk
5664;100;100;170;Karachev
5665;107;1;1;Vereya
5666;100;100;45;Mtsensk
5667;100;100;120;Novosil
5668;100;100;195;Dankov
5669;100;100;70;Koslov
5670;100;100;145;Sevsk
5671;100;100;220;Borisoglebskii
5672;200;200;20;Morshansk
5673;200;200;95;Karpogory
5674;200;200;170;Ust-Tsilma
5675;200;200;250;Izhma
5676;200;200;45;Ust-Kulom
5677;200;200;120;Pechora
5678;200;200;195;Vorkuta
5679;200;200;70;Zaraysk
5680;200;200;145;Belyov
5681;200;200;220;Vorotynsk
5682;100;100;19;Tarusa
5683;100;100;94;Borovsk
5684;100;100;169;Velizh
5685;108;1;1;Roslavl
5686;100;100;44;BeyondTypus767
5687;100;100;119;BeyondTypus768
5688;100;100;194;BeyondTypus769
5689;100;100;69;BeyondTypus770
5690;100;100;144;BeyondTypus771
5691;100;100;219;BeyondTypus772
5692;200;200;19;BeyondTypus773
5693;200;200;94;BeyondTypus774
5694;200;200;169;BeyondTypus775
5695;200;200;249;BeyondTypus776
5696;200;200;44;BeyondTypus777
5697;200;200;119;BeyondTypus778
5698;200;200;194;BeyondTypus779
5699;200;200;69;BeyondTypus780
5700;200;200;144;BeyondTypus781
5701;200;200;219;BeyondTypus782
5702;100;100;18;BeyondTypus783
5703;100;100;93;BeyondTypus784
5704;100;100;168;BeyondTypus785
5705;109;1;1;BeyondTypus786
5706;100;100;43;BeyondTypus787
5707;100;100;118;BeyondTypus788
5708;100;100;193;BeyondTypus789
5709;100;100;68;BeyondTypus790
5710;100;100;143;BeyondTypus791
5711;100;100;218;BeyondTypus792
5712;200;200;18;BeyondTypus793
5713;200;200;93;BeyondTypus794
5714;200;200;168;BeyondTypus795
5715;200;200;248;BeyondTypus796
5716;200;200;43;BeyondTypus797
5717;200;200;118;BeyondTypus798
5718;200;200;193;BeyondTypus799
5719;200;200;68;BeyondTypus800
5720;200;200;143;BeyondTypus801
5721;200;200;218;BeyondTypus802
5722;100;100;17;Kolchan
5723;100;100;92;Iliamna
5724;100;100;167;Tyonek
5725;110;1;1;Adaax
5726;100;100;42;Danehwtaene
5727;100;100;117;Taku
5728;100;100;192;Taan
5729;100;100;67;Nisgaaii
5730;100;100;142;Gitxsan
5731;100;100;217;Heiltsuk
5732;200;200;17;Wuikinuxv
5733;200;200;92;Kwakiutlii
5734;200;200;167;Snuneymuxwii
5735;200;200;247;Pacheedaht
5736;200;200;42;Squamishii
5737;200;200;117;Skatin
5738;200;200;192;Lillooet
5739;200;200;67;Chilliwack
5740;200;200;142;Nakusp
5741;200;200;217;Akisqnuk
5742;100;100;16;Sinixt
5743;100;100;91;Sqpqpe
5744;100;100;166;Shonitkwu
5745;100;100;246;Okanogan
5746;100;100;41;Wenatchi
5747;100;100;116;Lummi
5748;100;100;191;Quileuteii
5749;100;100;66;Chehalis
5750;100;100;141;Cowlitz
5751;100;100;216;Sinkiuse
5752;200;200;16;Palusii
5753;200;200;91;Schitsuumsh
5754;200;200;166;Cayuse
5755;200;200;246;Multnomah
5756;200;200;41;Umatillaii
5757;200;200;116;Bannockii
5758;200;200;191;Tukudeka
5759;200;200;66;Siuslaw
5760;200;200;141;Yoncalla
5761;200;200;216;Tututni
5762;100;100;15;Shewoki
5763;100;100;90;Yukiii
5764;100;100;165;Wappo
5765;100;100;245;Patwin
5766;100;100;40;PlainsMiwok
5767;100;100;115;RumsenMutsun
5768;100;100;190;SierraMiwok
5769;100;100;65;CuiYuiTicutta
5770;100;100;140;KoopTicutta
5771;100;100;215;Tataviam
5772;200;200;15;Chemehueviii
5773;200;200;90;Serrano
5774;200;200;165;Cupeno
5775;200;200;245;Yana
5776;200;200;40;Omenica
5777;200;200;115;Mollala
5778;200;200;190;Susitnu
5779;200;200;65;Kinbasket
5780;200;200;140;Sathloot
5781;200;200;215;Chimakum
5782;100;100;14;Yahuskin
5783;100;100;89;Tsuutinaii
5784;100;100;164;Kananaskis
5785;100;100;244;Wheatland
5786;100;100;39;Ikimekooy
5787;100;100;114;Saskatoon
5788;100;100;189;FortSaintCharles
5789;100;100;64;FortPelly
5790;100;100;139;Scwexmx
5791;100;100;214;Cahuilla
5792;200;200;14;Purisimeno
5793;200;200;89;Tubatulabal
5794;200;200;164;Esselen
5795;200;200;244;Yukuts
5796;200;200;39;MountainNisenan
5797;200;200;114;Konkow
5798;200;200;189;Karuk
5799;200;200;64;Nomlakiii
5800;200;200;139;Modoc
5801;200;200;214;Kwihdichchuhahtx
5802;100;100;13;Tolowa
5803;100;100;88;Dakubetede
5804;100;100;163;Etnemitane
5805;100;100;243;Tualatin
5806;100;100;38;Taidnapam
5807;100;100;113;Suquamish
5808;100;100;188;Skagit
5809;100;100;63;Tlatskanai
5810;100;100;138;Clackamasii
5811;100;100;213;Kwalhioqua
5812;200;200;13;Wanapum
5813;200;200;88;Kumsheen
5814;200;200;163;Ohloneii
5815;200;200;243;Goshuteii
5816;200;200;38;Ksanka
5817;200;200;113;Maui
5818;200;200;188;Kauai
5819;200;200;63;Yahuskinii
5820;200;200;138;Tagaticutta
5821;200;200;213;Tudinu
5822;100;100;12;Shivwits
5823;100;100;87;Yavapaiii
5824;100;100;162;ThompsonFalls
5825;100;100;242;Lamtama
5826;100;100;37;Taos
5827;100;100;112;Towa
5828;100;100;187;Kewa
5829;100;100;62;Tiwa
5830;100;100;137;Piro
5831;100;100;212;Tompiro
5832;200;200;12;Manso
5833;200;200;87;Seuhubeogoi
5834;200;200;162;Yoovwetuh
5835;200;200;242;Wiminuc
5836;200;200;37;Taveewach
5837;200;200;112;Mahgrahch
5838;200;200;187;Yantarii
5839;200;200;62;Piipaash
5840;200;200;137;KeliAkimelOotham
5841;200;200;212;Sobaipuri
